ROP-1-ExC85-xgenV2_S7.recode.final THIS_SIGs_NUMBER
ROP-1-ExC85-xgenV2_S7.recode.final THIS_SIGs
ROP-1-ExC85-xgenV2_S7.recode.final THIS_SIG_CONTRIBUTIONS
ROP-1-ExC85-xgenV2_S7.recode.final Cosine_Similarity
ROP-100-ExC85-xgenV2_S67.recode.final THIS_SIGs_NUMBER
ROP-100-ExC85-xgenV2_S67.recode.final THIS_SIGs
ROP-100-ExC85-xgenV2_S67.recode.final THIS_SIG_CONTRIBUTIONS
ROP-100-ExC85-xgenV2_S67.recode.final Cosine_Similarity
ROP-102-ExC85-xgenV2_S68.recode.final THIS_SIGs_NUMBER
ROP-102-ExC85-xgenV2_S68.recode.final THIS_SIGs
ROP-102-ExC85-xgenV2_S68.recode.final THIS_SIG_CONTRIBUTIONS
ROP-102-ExC85-xgenV2_S68.recode.final Cosine_Similarity
ROP-103-ExC85-xgenV2_S69.recode.final THIS_SIGs_NUMBER
ROP-103-ExC85-xgenV2_S69.recode.final THIS_SIGs
ROP-103-ExC85-xgenV2_S69.recode.final THIS_SIG_CONTRIBUTIONS
ROP-103-ExC85-xgenV2_S69.recode.final Cosine_Similarity
ROP-105-ExC85-xgenV2_S70.recode.final THIS_SIGs_NUMBER
ROP-105-ExC85-xgenV2_S70.recode.final THIS_SIGs
ROP-105-ExC85-xgenV2_S70.recode.final THIS_SIG_CONTRIBUTIONS
ROP-105-ExC85-xgenV2_S70.recode.final Cosine_Similarity
ROP-107-ExC85-xgenV2_S71.recode.final THIS_SIGs_NUMBER
ROP-107-ExC85-xgenV2_S71.recode.final THIS_SIGs
ROP-107-ExC85-xgenV2_S71.recode.final THIS_SIG_CONTRIBUTIONS
ROP-107-ExC85-xgenV2_S71.recode.final Cosine_Similarity
ROP-108-ExC85-xgenV2_S72.recode.final THIS_SIGs_NUMBER
ROP-108-ExC85-xgenV2_S72.recode.final THIS_SIGs
ROP-108-ExC85-xgenV2_S72.recode.final THIS_SIG_CONTRIBUTIONS
ROP-108-ExC85-xgenV2_S72.recode.final Cosine_Similarity
ROP-109-ExC85-xgenV2_S73.recode.final THIS_SIGs_NUMBER
ROP-109-ExC85-xgenV2_S73.recode.final THIS_SIGs
ROP-109-ExC85-xgenV2_S73.recode.final THIS_SIG_CONTRIBUTIONS
ROP-109-ExC85-xgenV2_S73.recode.final Cosine_Similarity
ROP-11-ExC85-xgenV2_S8.recode.final THIS_SIGs_NUMBER
ROP-11-ExC85-xgenV2_S8.recode.final THIS_SIGs
ROP-11-ExC85-xgenV2_S8.recode.final THIS_SIG_CONTRIBUTIONS
ROP-11-ExC85-xgenV2_S8.recode.final Cosine_Similarity
ROP-110-ExC85-xgenV2_S74.recode.final THIS_SIGs_NUMBER
ROP-110-ExC85-xgenV2_S74.recode.final THIS_SIGs
ROP-110-ExC85-xgenV2_S74.recode.final THIS_SIG_CONTRIBUTIONS
ROP-110-ExC85-xgenV2_S74.recode.final Cosine_Similarity
ROP-112-ExC85-xgenV2_S75.recode.final THIS_SIGs_NUMBER
ROP-112-ExC85-xgenV2_S75.recode.final THIS_SIGs
ROP-112-ExC85-xgenV2_S75.recode.final THIS_SIG_CONTRIBUTIONS
ROP-112-ExC85-xgenV2_S75.recode.final Cosine_Similarity
ROP-113-ExC85-xgenV2_S76.recode.final THIS_SIGs_NUMBER
ROP-113-ExC85-xgenV2_S76.recode.final THIS_SIGs
ROP-113-ExC85-xgenV2_S76.recode.final THIS_SIG_CONTRIBUTIONS
ROP-113-ExC85-xgenV2_S76.recode.final Cosine_Similarity
ROP-114-ExC85-xgenV2_S77.recode.final THIS_SIGs_NUMBER
ROP-114-ExC85-xgenV2_S77.recode.final THIS_SIGs
ROP-114-ExC85-xgenV2_S77.recode.final THIS_SIG_CONTRIBUTIONS
ROP-114-ExC85-xgenV2_S77.recode.final Cosine_Similarity
ROP-115-ExC85-xgenV2_S78.recode.final THIS_SIGs_NUMBER
ROP-115-ExC85-xgenV2_S78.recode.final THIS_SIGs
ROP-115-ExC85-xgenV2_S78.recode.final THIS_SIG_CONTRIBUTIONS
ROP-115-ExC85-xgenV2_S78.recode.final Cosine_Similarity
ROP-116-ExC85-xgenV2_S79.recode.final THIS_SIGs_NUMBER
ROP-116-ExC85-xgenV2_S79.recode.final THIS_SIGs
ROP-116-ExC85-xgenV2_S79.recode.final THIS_SIG_CONTRIBUTIONS
ROP-116-ExC85-xgenV2_S79.recode.final Cosine_Similarity
ROP-117-ExC85-xgenV2_S80.recode.final THIS_SIGs_NUMBER
ROP-117-ExC85-xgenV2_S80.recode.final THIS_SIGs
ROP-117-ExC85-xgenV2_S80.recode.final THIS_SIG_CONTRIBUTIONS
ROP-117-ExC85-xgenV2_S80.recode.final Cosine_Similarity
ROP-118-ExC85-xgenV2_S81.recode.final THIS_SIGs_NUMBER
ROP-118-ExC85-xgenV2_S81.recode.final THIS_SIGs
ROP-118-ExC85-xgenV2_S81.recode.final THIS_SIG_CONTRIBUTIONS
ROP-118-ExC85-xgenV2_S81.recode.final Cosine_Similarity
ROP-119-ExC85-xgenV2_S82.recode.final THIS_SIGs_NUMBER
ROP-119-ExC85-xgenV2_S82.recode.final THIS_SIGs
ROP-119-ExC85-xgenV2_S82.recode.final THIS_SIG_CONTRIBUTIONS
ROP-119-ExC85-xgenV2_S82.recode.final Cosine_Similarity
ROP-12-ExC85-xgenV2_S9.recode.final THIS_SIGs_NUMBER
ROP-12-ExC85-xgenV2_S9.recode.final THIS_SIGs
ROP-12-ExC85-xgenV2_S9.recode.final THIS_SIG_CONTRIBUTIONS
ROP-12-ExC85-xgenV2_S9.recode.final Cosine_Similarity
ROP-120-ExC85-xgenV2_S83.recode.final THIS_SIGs_NUMBER
ROP-120-ExC85-xgenV2_S83.recode.final THIS_SIGs
ROP-120-ExC85-xgenV2_S83.recode.final THIS_SIG_CONTRIBUTIONS
ROP-120-ExC85-xgenV2_S83.recode.final Cosine_Similarity
ROP-121-ExC85-xgenV2_S84.recode.final THIS_SIGs_NUMBER
ROP-121-ExC85-xgenV2_S84.recode.final THIS_SIGs
ROP-121-ExC85-xgenV2_S84.recode.final THIS_SIG_CONTRIBUTIONS
ROP-121-ExC85-xgenV2_S84.recode.final Cosine_Similarity
ROP-122-ExC85-xgenV2_S85.recode.final THIS_SIGs_NUMBER
ROP-122-ExC85-xgenV2_S85.recode.final THIS_SIGs
ROP-122-ExC85-xgenV2_S85.recode.final THIS_SIG_CONTRIBUTIONS
ROP-122-ExC85-xgenV2_S85.recode.final Cosine_Similarity
ROP-123-ExC85-xgenV2_S86.recode.final THIS_SIGs_NUMBER
ROP-123-ExC85-xgenV2_S86.recode.final THIS_SIGs
ROP-123-ExC85-xgenV2_S86.recode.final THIS_SIG_CONTRIBUTIONS
ROP-123-ExC85-xgenV2_S86.recode.final Cosine_Similarity
ROP-125-ExC85-xgenV2_S87.recode.final THIS_SIGs_NUMBER
ROP-125-ExC85-xgenV2_S87.recode.final THIS_SIGs
ROP-125-ExC85-xgenV2_S87.recode.final THIS_SIG_CONTRIBUTIONS
ROP-125-ExC85-xgenV2_S87.recode.final Cosine_Similarity
ROP-126-ExC85-xgenV2_S88.recode.final THIS_SIGs_NUMBER
ROP-126-ExC85-xgenV2_S88.recode.final THIS_SIGs
ROP-126-ExC85-xgenV2_S88.recode.final THIS_SIG_CONTRIBUTIONS
ROP-126-ExC85-xgenV2_S88.recode.final Cosine_Similarity
ROP-127-ExC85-xgenV2_S89.recode.final THIS_SIGs_NUMBER
ROP-127-ExC85-xgenV2_S89.recode.final THIS_SIGs
ROP-127-ExC85-xgenV2_S89.recode.final THIS_SIG_CONTRIBUTIONS
ROP-127-ExC85-xgenV2_S89.recode.final Cosine_Similarity
ROP-128-ExC85-xgenV2_S90.recode.final THIS_SIGs_NUMBER
ROP-128-ExC85-xgenV2_S90.recode.final THIS_SIGs
ROP-128-ExC85-xgenV2_S90.recode.final THIS_SIG_CONTRIBUTIONS
ROP-128-ExC85-xgenV2_S90.recode.final Cosine_Similarity
ROP-129-ExC85-xgenV2_S91.recode.final THIS_SIGs_NUMBER
ROP-129-ExC85-xgenV2_S91.recode.final THIS_SIGs
ROP-129-ExC85-xgenV2_S91.recode.final THIS_SIG_CONTRIBUTIONS
ROP-129-ExC85-xgenV2_S91.recode.final Cosine_Similarity
ROP-130-ExC85-xgenV2_S92.recode.final THIS_SIGs_NUMBER
ROP-130-ExC85-xgenV2_S92.recode.final THIS_SIGs
ROP-130-ExC85-xgenV2_S92.recode.final THIS_SIG_CONTRIBUTIONS
ROP-130-ExC85-xgenV2_S92.recode.final Cosine_Similarity
ROP-131-ExC85-xgenV2_S93.recode.final THIS_SIGs_NUMBER
ROP-131-ExC85-xgenV2_S93.recode.final THIS_SIGs
ROP-131-ExC85-xgenV2_S93.recode.final THIS_SIG_CONTRIBUTIONS
ROP-131-ExC85-xgenV2_S93.recode.final Cosine_Similarity
ROP-132-ExC85-xgenV2_S94.recode.final THIS_SIGs_NUMBER
ROP-132-ExC85-xgenV2_S94.recode.final THIS_SIGs
ROP-132-ExC85-xgenV2_S94.recode.final THIS_SIG_CONTRIBUTIONS
ROP-132-ExC85-xgenV2_S94.recode.final Cosine_Similarity
ROP-133-ExC85-xgenV2_S95.recode.final THIS_SIGs_NUMBER
ROP-133-ExC85-xgenV2_S95.recode.final THIS_SIGs
ROP-133-ExC85-xgenV2_S95.recode.final THIS_SIG_CONTRIBUTIONS
ROP-133-ExC85-xgenV2_S95.recode.final Cosine_Similarity
ROP-14-ExC85-xgenV2_S10.recode.final THIS_SIGs_NUMBER
ROP-14-ExC85-xgenV2_S10.recode.final THIS_SIGs
ROP-14-ExC85-xgenV2_S10.recode.final THIS_SIG_CONTRIBUTIONS
ROP-14-ExC85-xgenV2_S10.recode.final Cosine_Similarity
ROP-15-ExC85-xgenV2_S11.recode.final THIS_SIGs_NUMBER
ROP-15-ExC85-xgenV2_S11.recode.final THIS_SIGs
ROP-15-ExC85-xgenV2_S11.recode.final THIS_SIG_CONTRIBUTIONS
ROP-15-ExC85-xgenV2_S11.recode.final Cosine_Similarity
ROP-16-ExC85-xgenV2_S12.recode.final THIS_SIGs_NUMBER
ROP-16-ExC85-xgenV2_S12.recode.final THIS_SIGs
ROP-16-ExC85-xgenV2_S12.recode.final THIS_SIG_CONTRIBUTIONS
ROP-16-ExC85-xgenV2_S12.recode.final Cosine_Similarity
ROP-17-ExC85-xgenV2_S13.recode.final THIS_SIGs_NUMBER
ROP-17-ExC85-xgenV2_S13.recode.final THIS_SIGs
