2
1;5
0.4306;0.5694
0.915
2
1;3
0.57247;0.42753
0.887
3
1;5;6
0.27641;0.56235;0.16124
0.864
2
1;5
0.46148;0.53852
0.867
2
6;16
0.45534;0.54466
0.815
6
10;15;18;21;28;30
0.66242;0.12408;0.00963;0.03999;0.16388;0
0.995
2
1;5
0.51888;0.48112
0.842
3
1;5;6
0.20122;0.40454;0.39424
0.886
2
1;8
0.69935;0.30065
0.935
4
1;6;12;15
0.34133;0.39263;0.13631;0.12974
0.871
5
1;3;10;20;28
0.16154;0.37992;0.24025;0.21829;0
0.904
4
2;5;6;22
0.06101;0.46734;0.34469;0.12696
0.848
3
1;3;7
0.51303;0.38888;0.09809
0.93
3
2;3;6
0.1027;0.38731;0.51
0.876
2
1;3
0.52599;0.47401
0.85
5
3;6;10;17;29
0.28269;0.47384;0.0905;0.05632;0.09664
0.897
3
1;3;7
0.50399;0.4323;0.0637
0.86
3
1;3;7
0.49364;0.41442;0.09194
0.892
2
1;5
0.55941;0.44059
0.885
2
1;3
0.46174;0.53826
0.856
2
1;5
0.36238;0.63762
0.89
3
1;3;6
0.31483;0.27185;0.41333
0.922
2
1;3
0.55628;0.44372
0.896
2
1;3
0.53384;0.46616
0.898
4
1;18;20;24
0.44771;0.31994;0.13295;0.0994
0.959
1
1
1
0.911
2
5;6
0.72664;0.27336
0.842
1
1
1
0.677
2
5;15
0.75017;0.24983
0.88
3
1;3;7
0.53786;0.34352;0.11862
0.922
3
1;3;6
0.4412;0.17724;0.38156
0.884
3
1;3;17
0.43678;0.28204;0.28119
0.914
3
3;6;7
0.36236;0.48991;0.14773
0.864
3
1;5;13
0.43686;0.45079;0.11235
0.885
3
1;3;20
0.37328;0.42022;0.2065
0.85
2
1;3
0.38706;0.61294
0.816
2
1;3
0.62768;0.37232
0.891
2
1;3
0.53976;0.46024
0.902
2
1;5
0.38015;0.61985
0.879
4
1;3;6;29
0.4106;0.31184;0.1925;0.08505
0.942
2
1;5
0.45648;0.54352
0.907
3
1;3;6
0.3444;0.37879;0.27681
0.904
2
1;3
0.60671;0.39329
0.926
3
1;3;15
0.36804;0.39372;0.23823
0.866
4
1;3;15;17
0.40957;0.26623;0.24545;0.07875
0.946
3
3;6;7
0.28018;0.62627;0.09355
0.901
2
1;5
0.55079;0.44921
0.912
1
1
1
0.444
4
1;5;13;15
0.2736;0.52152;0.04099;0.16388
0.916
2
1;3
0.5761;0.4239
0.92
2
1;5
0.49876;0.50124
0.895
2
1;5
0.47738;0.52262
0.856
2
1;12
0.43456;0.56544
0.813
3
1;15;24
0.57664;0.27956;0.14379
0.942
3
3;6;7
0.52086;0.39175;0.0874
0.812
3
1;15;16
0.41479;0.32537;0.25983
0.871
3
1;3;15
0.40948;0.43633;0.15419
0.912
3
5;6;9
0.58064;0.41936;0
0.912
2
1;5
0.46969;0.53031
0.858
2
1;16
0.74841;0.25159
0.916
1
1
1
0.486
3
1;3;15
0.39022;0.3369;0.27288
0.918
2
1;3
0.50379;0.49621
0.923
2
1;3
0.71307;0.28693
0.873
2
1;5
0.47707;0.52293
0.948
2
1;3
0.49222;0.50778
0.887
2
3;6
0.40483;0.59517
0.869
2
1;3
0.45498;0.54502
0.899
5
1;3;15;17;21
0.43305;0.17528;0.19079;0.20087;0
0.936
2
1;3
0.59013;0.40987
0.843
2
1;5
0.69468;0.30532
0.893
4
6;10;27;28
0.40909;0.40909;0.18181;0
0.938
6
9;10;15;18;28;30
0.00894;0.79993;0.09757;0.03397;0.05959;0
0.992
3
1;4;15
0.4742;0.1554;0.3704
0.909
3
1;5;24
0.56538;0.20243;0.23218
0.906
2
1;3
0.56216;0.43784
0.925
2
1;6
0.38805;0.61195
0.954
1
1
1
0.654
3
1;3;10
0.60396;0.31205;0.08399
0.93
2
3;6
0.34337;0.65663
0.894
4
1;3;6;8
0.42853;0.29743;0.27404;0
0.938
2
1;16
0.77878;0.22122
0.937
2
1;16
0.45906;0.54094
0.835
2
1;3
0.67703;0.32297
0.934
3
5;6;8
0.71943;0.28057;0
0.871
